"RR3_BRN_FLT_F1","RR3_BRN_FLT_F2","RR3_BRN_FLT_F7","RR3_BRN_GC_G7","RR3_BRN_GC_G8","RR3_BRN_GC_G9","X"
9.87498134765377,9.93516504960369,10.2106713437856,10.3575520046181,10.2609195336629,10.0014081943928,"ENSMUSG00000000001"
5.78135971352466,5.49185309632967,5.4594316186373,6.37503943134692,5.93073733756289,5.90689059560852,"ENSMUSG00000000028"
5.35755200461808,3.70043971814109,6.04439411935845,6.04439411935845,6.5077946401987,5.70043971814109,"ENSMUSG00000000031"
4.16992500144231,3.58496250072116,4.08746284125034,4.32192809488736,5.58496250072116,4.64385618977472,"ENSMUSG00000000037"
3,1.58496250072116,4.24792751344359,3.8073549220576,2.32192809488736,3.16992500144231,"ENSMUSG00000000049"
10.8073549220576,10.9476369379518,10.742309436084,10.8273427042341,11.1848753429083,10.9076418036655,"ENSMUSG00000000056"
9.10852445677817,9.37503943134693,9.44294349584873,9.58308276750293,9.81538329581354,9.32418054661874,"ENSMUSG00000000058"
11.4993476328766,11.2585660338899,11.6388883822523,11.6438561897747,12.0600203545079,11.4681148863781,"ENSMUSG00000000078"
10.5166849493096,10.6821167649501,10.5018371849023,10.6229669447905,10.7976615258538,10.4072677642447,"ENSMUSG00000000085"
9.65284497300198,9.89330153086056,10.2620948453702,10.3026389237876,9.88264304936184,9.5274770060604,"ENSMUSG00000000088"
5.4594316186373,5.4594316186373,5.55458885167764,5.4594316186373,5.75488750216347,5.78135971352466,"ENSMUSG00000000093"
3.58496250072116,3.32192809488736,3.70043971814109,2.32192809488736,2.8073549220576,2.8073549220576,"ENSMUSG00000000094"
4.58496250072116,5.52356195605701,4.64385618977472,4.64385618977472,4.4594316186373,4.58496250072116,"ENSMUSG00000000120"
5.32192809488736,4.64385618977472,4.95419631038687,5.12928301694497,4.90689059560852,4.64385618977472,"ENSMUSG00000000125"
8.54303182025524,9.11634396123747,8.6582114827518,8.7176764230664,8.3264294871223,8.60362634498619,"ENSMUSG00000000126"
10.9469062744564,11.1389117181427,11.0960562391809,11.1560830762887,11.1642784383012,11.1059085085712,"ENSMUSG00000000127"
11.728345714711,11.7968507952672,11.6370776571437,11.7719020806977,11.7410455770098,11.7915699121269,"ENSMUSG00000000131"
10.2714630279044,10.0914353863236,10.1861142395416,10.3761253892762,10.2562086885274,10.0320457269308,"ENSMUSG00000000134"
10.4696418172395,10.3782948559119,10.3387363825739,10.3826240265749,10.2609195336629,10.4512111118323,"ENSMUSG00000000142"
8.45532722030456,8.54689445988764,8.54303182025524,8.68299458368168,8.63299519714296,8.3264294871223,"ENSMUSG00000000148"
10.967226258836,10.9679467058127,10.6582114827518,10.8925428166486,11.0021117764799,10.8129794712515,"ENSMUSG00000000149"
3.58496250072116,2.8073549220576,3.90689059560852,3.70043971814109,3.16992500144231,4.16992500144231,"ENSMUSG00000000154"
1.58496250072116,3.58496250072116,1.58496250072116,3.90689059560852,0,3.8073549220576,"ENSMUSG00000000159"
6.12928301694497,6.3037807481771,6.2667865406949,6.3037807481771,6.4594316186373,5.93073733756289,"ENSMUSG00000000167"
11.2573878426927,11.4542992936199,11.4496645384762,11.5313814605163,11.6036263449862,11.2825093062408,"ENSMUSG00000000168"
10.5137275959524,11.0491678723722,11.1318569606088,11.0484868739923,10.9950604670327,10.4356702609366,"ENSMUSG00000000171"
2.58496250072116,2,2,0,2,0,"ENSMUSG00000000182"
11.5764843467969,11.8427431807317,11.7561392983729,11.8309112797428,12.0566377151132,11.7099453802325,"ENSMUSG00000000184"
10.2155329997457,9.98013957763916,10.1598713367784,10.2538474849874,10.3387363825739,10.2384047393251,"ENSMUSG00000000194"
12.8139815516147,12.5483402876761,12.9168124977098,12.8982234712156,13.207776964928,12.8127789716277,"ENSMUSG00000000197"
8.2045711442492,8.40087943628218,8.5352753766208,8.33539035469392,7.73470962022584,8.59991284218713,"ENSMUSG00000000202"
5.55458885167764,3.32192809488736,4.95419631038687,3.90689059560852,4.32192809488736,3.4594316186373,"ENSMUSG00000000214"
3.16992500144231,0,2.58496250072116,1.58496250072116,3.4594316186373,2,"ENSMUSG00000000216"
11.8692082505508,12.1879705919842,11.9091430473399,12.0953970227926,11.634357301138,12.2197735508929,"ENSMUSG00000000223"
10.7640422173066,10.8336807486547,10.4868350215631,10.5497846679479,11.1254134704833,10.4377520723236,"ENSMUSG00000000247"
9.55650605467193,9.45121111183233,9.63481105017172,9.62570884306447,9.4898479604393,9.4655664048094,"ENSMUSG00000000253"
5.75488750216347,5.7279204545632,6,6.20945336562895,3.70043971814109,5,"ENSMUSG00000000263"
10.2772874001304,10.1254134704833,10.2888660741658,10.5679560754155,10.7414669864011,10.3608470841797,"ENSMUSG00000000266"
7.91886323727459,7.4178525148859,7.93073733756289,8.0389189892923,8.31741261376487,7.8008998999203,"ENSMUSG00000000275"
11.5092801680879,11.3668685861671,11.4908508767403,11.3976746329483,11.8427431807317,11.5636729598275,"ENSMUSG00000000276"
8.73809225962049,8.61838550225861,8.58120058192496,9.07414146275251,9.17492568250068,8.72109918870719,"ENSMUSG00000000278"
10.1357092861044,9.99435343685886,9.66533591718518,9.84549005094438,10.2203783276952,9.93957921431469,"ENSMUSG00000000282"
7.76818432477693,7.59245703726808,7.75488750216347,8.10328780841202,7.71424551766612,7.39231742277876,"ENSMUSG00000000290"
8.14974711950468,8.2807707701306,8.5274770060604,8.43462822763673,8.4594316186373,8.25266543245025,"ENSMUSG00000000295"
8.65463602852797,8.9915218460757,8.87958324961278,8.8073549220576,9.12670447284319,8.51963625284321,"ENSMUSG00000000296"
5.6724253419715,5.90689059560852,6.78135971352466,6.79441586635011,6.4757334309664,5.83289001416474,"ENSMUSG00000000301"
6.64385618977472,4,6.39231742277876,6.90689059560852,8.02790599656988,6.32192809488736,"ENSMUSG00000000303"
10.6812384117778,10.1459321458205,10.2288186904959,10.2538474849874,9.94544383637791,10.3083390301394,"ENSMUSG00000000305"
12.7452541419573,12.3717766443379,12.7772553151919,12.8585638629724,12.6259370995385,12.8661197933031,"ENSMUSG00000000308"
6.12928301694497,4.52356195605701,6.52356195605701,5.78135971352466,6.2667865406949,6.22881869049588,"ENSMUSG00000000317"
3.4594316186373,3,4.95419631038687,4.16992500144231,4.52356195605701,4.70043971814109,"ENSMUSG00000000318"
4.8073549220576,4.39231742277876,4.4594316186373,5.32192809488736,4.75488750216347,4.58496250072116,"ENSMUSG00000000320"
10.9957671508778,10.7047682393626,10.902375114486,11.0077281146323,10.9520131648895,10.8081597728684,"ENSMUSG00000000326"
9.81538329581354,9.99717948093762,10.0566377151132,10.0484868739923,9.91139198784346,9.75988818322183,"ENSMUSG00000000339"
9.51766938813381,9.62205181945638,9.78299820892041,9.72280753116955,10.0126245388651,9.60733031374961,"ENSMUSG00000000340"
11.5868397879618,11.6728672764338,11.6755160440828,11.7636273517276,11.8217739819706,11.5877775163282,"ENSMUSG00000000346"
9.64385618977473,9.80251636512122,10.0484868739923,10.0525680508042,9.70563238736142,9.88417051910844,"ENSMUSG00000000355"
4.70043971814109,5.24792751344359,4.32192809488736,4.16992500144231,5.16992500144231,5.35755200461808,"ENSMUSG00000000359"
1.58496250072116,2,3.32192809488736,2,2.58496250072116,2.58496250072116,"ENSMUSG00000000365"
11.8336807486547,11.9668659003875,11.8997345423575,12.0556213747817,11.930367747439,11.813781191217,"ENSMUSG00000000374"
9.7714894695006,9.5352753766208,9.85174904141606,9.74986942739684,10.0781508077346,9.97154355395077,"ENSMUSG00000000378"
9.17492568250068,8.99717948093762,9.03617361255349,9.02236781302845,9.07948478382682,9.22158712126481,"ENSMUSG00000000384"
1,3.8073549220576,2.32192809488736,2.32192809488736,4,3.8073549220576,"ENSMUSG00000000386"
7.01122725542325,7.54689445988764,7.44294349584873,7.49984588708321,5.93073733756289,7.53915881110803,"ENSMUSG00000000392"
2.32192809488736,0,2.32192809488736,0,2,2,"ENSMUSG00000000394"
11.288289342181,11.2094533656289,11.6275338844728,11.5873087283335,11.4863322527687,11.4568677383803,"ENSMUSG00000000399"
5.90689059560852,5.83289001416474,6.5077946401987,6.55458885167764,5.78135971352466,6.3037807481771,"ENSMUSG00000000402"
5.24792751344359,4.52356195605701,5.78135971352466,5.35755200461808,5.58496250072116,5.75488750216347,"ENSMUSG00000000409"
2,2,1.58496250072116,0,3.58496250072116,0,"ENSMUSG00000000411"
11.9388444574662,11.8073549220576,11.5943246039248,11.7706638929168,11.8715202623291,12.0094787458881,"ENSMUSG00000000416"
10.6768386064742,10.7829982089204,10.871135184243,10.8478403556307,10.8672787397097,10.9801395776392,"ENSMUSG00000000420"
9.73301532168596,9.5274770060604,9.92925840863697,10.1241213118292,10.0821490413539,9.67948009950545,"ENSMUSG00000000439"
7.32192809488736,8.6582114827518,7.79441586635011,8.40087943628218,7.33091687811462,8.27612440527424,"ENSMUSG00000000440"
10.4828079567267,10.6908710092923,10.7364019313183,10.733015321686,10.8081597728684,10.661778097772,"ENSMUSG00000000441"
4.8073549220576,4.64385618977472,4.70043971814109,4.52356195605701,5,4.32192809488736,"ENSMUSG00000000486"
8.84862294042934,8.77478705960117,8.94836723158468,9.13442632022093,9.00842862207058,8.96866679319521,"ENSMUSG00000000489"
9.06608919045777,9.11894107272351,9.42836017270429,9.24079133216196,9.10328780841202,9.41151098801207,"ENSMUSG00000000530"
11.4351493383669,10.9285183752579,11.6384359139905,11.6147098441152,10.9665054519057,11.467605550083,"ENSMUSG00000000531"
11.9890396369624,12.097044499323,11.9494619793602,11.8626373575588,12.0289420433224,12.1922928144708,"ENSMUSG00000000532"
13.1788204395794,13.356039240984,13.2858356558614,13.3959357207233,13.281060671677,13.1964484439621,"ENSMUSG00000000538"
10.2796105810525,10.0168082876866,9.86418614465428,9.95710204156229,9.66711154207503,9.98726401207254,"ENSMUSG00000000552"
6.28540221886225,5.39231742277876,6.04439411935845,6.24792751344359,6,5.90689059560852,"ENSMUSG00000000555"
12.8533095554037,12.4785168476765,12.8123778887669,12.8581753105755,13.3313368562965,12.7907557501183,"ENSMUSG00000000560"
9.04165915163721,9.4262647547021,9.36632221424582,9.32192809488736,9.51175265376738,8.98584193700334,"ENSMUSG00000000561"
4.95419631038687,4.24792751344359,5.24792751344359,5.04439411935845,4.08746284125034,4.90689059560852,"ENSMUSG00000000562"
12.9051989459628,12.9762060901486,13.1554507313121,13.1873520732005,13.0917659385168,13.1978309980122,"ENSMUSG00000000563"
10.8556471660273,10.1623913287569,10.65999589243,10.7073591320809,10.8726748802706,10.3663222142458,"ENSMUSG00000000567"
12.4181161412075,12.2567983860794,12.192909219112,12.3944626946103,12.5660540381711,12.4278366034585,"ENSMUSG00000000568"
4.90689059560852,4.4594316186373,4.64385618977472,5.35755200461808,4.70043971814109,5.16992500144231,"ENSMUSG00000000579"
9.1873520732005,9.57931593758001,9.95564990752837,9.86727873970966,10.0237543532994,9.38586240064146,"ENSMUSG00000000581"
11.0491678723722,11.062720767165,11.2842457498297,11.429406741514,11.2342186782385,11.0728025345442,"ENSMUSG00000000594"
10.6847486204216,10.7064960180612,10.8145824659063,10.7764330324447,10.9722618487333,10.8948177633079,"ENSMUSG00000000600"
12.7586396370246,12.6818972267862,12.8315051850853,12.8458820343841,12.9927613509431,12.9106427304696,"ENSMUSG00000000605"
9.84862294042934,9.91438513215544,9.74986942739684,9.92035285541508,9.86263735755879,9.70390357344466,"ENSMUSG00000000627"
7.88874324889826,7.79441586635011,7.8703647195834,7.97727992349992,7.45121111183233,7.22881869049588,"ENSMUSG00000000628"
13.0867996856235,12.9925843440058,12.7856568014272,12.951284714967,12.8319009861964,13.2459982804727,"ENSMUSG00000000631"
12.8953859398985,11.8872206154684,12.1414685553931,12.1443395912478,13.1789760113745,12.3379006028609,"ENSMUSG00000000632"
1.58496250072116,0,1,0,2.32192809488736,2.8073549220576,"ENSMUSG00000000673"
4.75488750216347,5.70043971814109,5.75488750216347,5.32192809488736,4.32192809488736,4.90689059560852,"ENSMUSG00000000682"
4.24792751344359,4.75488750216347,4.16992500144231,3.4594316186373,4,3.90689059560852,"ENSMUSG00000000686"
7.34872815423108,6.79441586635011,7.20945336562895,7.21916852046216,7.16992500144231,7,"ENSMUSG00000000693"
0,0,1,1,1.58496250072116,0,"ENSMUSG00000000706"
9.59618975614441,9.4757334309664,9.82177398197057,10,9.7279204545632,9.73809225962049,"ENSMUSG00000000708"
12.380731612683,12.3506629883723,12.585432051593,12.644982855229,12.7019561782681,12.4067364826917,"ENSMUSG00000000711"
2.8073549220576,0,1,2.32192809488736,1,0,"ENSMUSG00000000724"
2.32192809488736,0,2,1.58496250072116,1.58496250072116,2.58496250072116,"ENSMUSG00000000730"
2.32192809488736,2.32192809488736,1,0,0,2,"ENSMUSG00000000731"
