"","RR3_BRN_GC_G7","RR3_BRN_GC_G8","RR3_BRN_GC_G9","RR3_BRN_FLT_F1","RR3_BRN_FLT_F2","RR3_BRN_FLT_F7"
"ENSMUSG00000000295",313.762304333477,320.94177696297,280.652397024297,294.850069219404,299.631797424926,344.966114428126
"ENSMUSG00000000296",394.752276952234,453.813192418781,320.409396952409,377.678529705639,467.7939264781,419.707669278264
"ENSMUSG00000000301",92.2788545537081,65.7711019719075,62.8881944625342,37.1163588285948,53.8404471158221,79.0183092134982
"ENSMUSG00000000303",109.181212694918,230.272739839921,74.5814739603719,98.3750170767174,15.7916252184569,82.2758961084648
"ENSMUSG00000000305",1092.95011094856,841.856090646456,1178.56623664867,1541.43669046606,1245.28386555129,1124.69479386009
"ENSMUSG00000000308",6941.19083608822,5814.08167567958,7287.80070861218,6852.63965303801,5401.70844141367,7265.39165235836
"ENSMUSG00000000317",49.2634209271151,63.9206048632789,57.6880100292134,70.3802281774593,22.1201178915454,86.3306691481635
"ENSMUSG00000000318",68.5064592163161,13.515196142268,16.6591224773866,6.55060940972358,0.785265839097758,13.8796198891234
"ENSMUSG00000000320",33.8580882154945,22.3279408287543,19.117284874266,23.9466905295616,19.5072911858183,22.5360552932492
"ENSMUSG00000000326",1830.9668183171,1790.35322286382,1624.94757832484,1985.32587522071,1680.38444849695,1803.70472823494
"ENSMUSG00000000339",995.615940730179,825.208276922071,807.232001842313,885.380520124309,1076.32973280867,1038.94803409245
"ENSMUSG00000000340",736.337408264464,789.48284026525,513.027653850489,758.353570182663,752.765385456473,681.706828965545
"ENSMUSG00000000346",3267.15613006882,3215.92516442869,2973.34486725459,3089.77026879051,3308.89402747754,3223.70045749096
"ENSMUSG00000000355",638.232673843861,482.66433387653,581.104258433418,487.812465046818,599.77312347209,649.216144958068
"ENSMUSG00000000359",2.06742420263281,25.618295490965,28.9238811397976,18.7490432250088,40.6149329564046,11.9820564713989
"ENSMUSG00000000365",1.11864125004196,5.71711244191862,26.2515857853443,0.799359796490372,15.9755081778388,2.82092598909497
"ENSMUSG00000000374",3904.29971431918,3419.01844147954,3291.75384316908,3525.36481285871,3911.74625540575,3591.19613423978
"ENSMUSG00000000378",834.86528467187,939.822840087456,926.725374526594,864.150265917069,789.173709366028,926.431760654768
"ENSMUSG00000000384",384.593847596225,450.154198023708,400.877772931036,517.286724376956,360.800475302245,431.959480537073
"ENSMUSG00000000386",3.15734195676647,6.24532275016195,4.19144208126915,0,5.58912921874595,14.4643716832332
"ENSMUSG00000000392",134.064649976747,31.8652324571429,145.850187729473,84.6395612517452,162.074181932528,135.349279016701
"ENSMUSG00000000394",0,0.80905853477689,2.57020063469223,3.53972235316319,0,3.23093684921881
"ENSMUSG00000000399",2828.96381276759,2579.27073054002,2693.41993938614,2496.61393568131,2405.12100501507,3103.17258585672
"ENSMUSG00000000402",81.117034713261,42.30610971957,72.6228397498298,57.9292597934443,52.6967654716842,90.3841701469078
"ENSMUSG00000000409",29.9830532079988,30.979961978643,39.2595741569766,41.7265098541653,8.95758777615131,35.626059348441
"ENSMUSG00000000416",2964.46745690361,3151.35227816724,3680.44813743433,3738.17060605098,3453.37110464483,2669.25490979239
